,fighter,knockdowns,significant_strikes_landed,significant_strikes_attempted,significant_strikes_rate,total_strikes_landed,total_strikes_attempted,takedown_successful,takedown_attempted,takedown_rate,submission_attempt,reversals,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted,round,result,last_round,scheduled_rounds,winner,weight_class,fight_date,id
25029,Andrei Arlovski,1,5,10,0.5,5,10,0,0,0,2,0,1,6,0,0,4,4,5,6,0,0,0,4,round 1,Submission,1,5 Rnd (5-5-5-5-5),W,UFC Interim Heavyweight Title Bout,2005-02-05,430
25030,Tim Sylvia,0,2,4,0.5,2,4,0,0,0,0,0,1,3,0,0,1,1,2,4,0,0,0,0,round 1,Submission,1,5 Rnd (5-5-5-5-5),L,UFC Interim Heavyweight Title Bout,2005-02-05,430
25031,Evan Tanner,0,19,28,0.67,62,77,0,0,0,0,0,18,27,1,1,0,0,0,0,1,1,18,27,round 1,KO/TKO,1,5 Rnd (5-5-5-5-5),W,UFC Middleweight Title Bout,2005-02-05,431
25032,David Terrell,0,4,9,0.44,4,11,2,2,1,1,0,3,7,0,0,1,2,1,4,3,5,0,0,round 1,KO/TKO,1,5 Rnd (5-5-5-5-5),L,UFC Middleweight Title Bout,2005-02-05,431
25033,Paul Buentello,1,22,50,0.44,24,52,0,0,0,0,0,12,38,3,3,7,9,18,45,3,4,1,1,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Heavyweight Bout,2005-02-05,432
25034,Justin Eilers,0,7,28,0.25,15,37,0,0,0,0,0,3,19,0,3,4,6,1,21,6,7,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Heavyweight Bout,2005-02-05,432
25035,Mike Kyle,1,10,15,0.66,30,39,1,1,1,0,0,7,12,3,3,0,0,5,8,2,3,3,4,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Heavyweight Bout,2005-02-05,433
25036,James Irvin,0,3,6,0.5,3,6,0,0,0,0,0,1,4,1,1,1,1,2,5,1,1,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Heavyweight Bout,2005-02-05,433
25037,David Loiseau,2,17,34,0.5,25,43,0,0,0,1,0,16,31,1,2,0,1,2,11,3,3,12,20,round 1,TKO - Doctor's Stoppage,1,3 Rnd (5-5-5),W,Middleweight Bout,2005-02-05,434
25038,Gideon Ray,0,11,23,0.47,12,24,1,1,1,0,0,2,12,4,5,5,6,4,16,6,6,1,1,round 1,TKO - Doctor's Stoppage,1,3 Rnd (5-5-5),L,Middleweight Bout,2005-02-05,434
25039,Karo Parisyan,0,11,18,0.61,24,31,1,2,0.5,2,0,11,18,0,0,0,0,0,1,1,1,10,16,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2005-02-05,435
25040,Chris Lytle,0,4,5,0.8,32,33,0,0,0,2,0,2,3,2,2,0,0,0,1,3,3,1,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2005-02-05,435
25041,Karo Parisyan,0,8,19,0.42,20,33,4,5,0.8,0,0,8,19,0,0,0,0,0,2,0,0,8,17,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2005-02-05,435
25042,Chris Lytle,0,3,8,0.37,19,24,0,0,0,0,1,2,7,1,1,0,0,1,6,2,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2005-02-05,435
25043,Karo Parisyan,0,10,29,0.34,37,60,2,2,1,0,0,10,29,0,0,0,0,0,2,0,0,10,27,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2005-02-05,435
25044,Chris Lytle,0,0,3,0,7,10,0,0,0,0,1,0,3,0,0,0,0,0,2,0,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2005-02-05,435
25045,Nick Diaz,0,13,28,0.46,136,153,0,1,0,1,0,10,24,2,3,1,1,2,4,3,4,8,20,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Welterweight Bout,2005-02-05,436
25046,Drew Fickett,0,3,8,0.37,4,13,0,0,0,2,0,2,6,0,1,1,1,1,4,0,2,2,2,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Welterweight Bout,2005-02-05,436
25047,Tito Ortiz,0,17,23,0.73,62,68,1,1,1,0,0,16,22,1,1,0,0,1,3,0,0,16,20,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2004-10-22,421
25048,Patrick Cote,0,3,8,0.37,9,14,0,0,0,0,0,3,8,0,0,0,0,1,5,1,1,1,2,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2004-10-22,421
25049,Tito Ortiz,0,18,36,0.5,53,72,0,0,0,0,0,16,34,2,2,0,0,0,0,0,0,18,36,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2004-10-22,421
25050,Patrick Cote,0,2,3,0.66,10,11,0,1,0,0,0,2,3,0,0,0,0,1,2,0,0,1,1,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2004-10-22,421
25051,Tito Ortiz,0,10,16,0.62,51,62,1,2,0.5,0,0,10,16,0,0,0,0,0,2,0,0,10,14,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2004-10-22,421
25052,Patrick Cote,0,6,16,0.37,7,17,0,0,0,0,0,6,16,0,0,0,0,5,15,1,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2004-10-22,421
25053,Rich Franklin,1,25,37,0.67,45,57,1,1,1,0,0,16,27,8,9,1,1,4,8,16,24,5,5,round 1,Submission,3,3 Rnd (5-5-5),W,Middleweight Bout,2004-10-22,422
25054,Jorge Rivera,0,10,17,0.58,19,26,0,0,0,0,0,2,8,8,9,0,0,3,8,7,9,0,0,round 1,Submission,3,3 Rnd (5-5-5),L,Middleweight Bout,2004-10-22,422
25055,Rich Franklin,0,12,21,0.57,33,42,1,1,1,0,0,7,12,3,7,2,2,2,4,10,17,0,0,round 2,Submission,3,3 Rnd (5-5-5),W,Middleweight Bout,2004-10-22,422
25056,Jorge Rivera,0,10,19,0.52,26,36,0,1,0,0,0,7,14,3,5,0,0,2,5,8,14,0,0,round 2,Submission,3,3 Rnd (5-5-5),L,Middleweight Bout,2004-10-22,422
25057,Rich Franklin,0,4,15,0.26,6,17,1,1,1,1,0,4,12,0,3,0,0,0,2,0,4,4,9,round 3,Submission,3,3 Rnd (5-5-5),W,Middleweight Bout,2004-10-22,422
25058,Jorge Rivera,0,2,5,0.4,15,19,0,0,0,0,0,0,2,2,3,0,0,0,1,2,4,0,0,round 3,Submission,3,3 Rnd (5-5-5),L,Middleweight Bout,2004-10-22,422
25059,Matt Hughes,0,4,14,0.28,8,21,2,7,0.28,2,0,3,13,1,1,0,0,3,11,1,1,0,2,round 1,Submission,1,5 Rnd (5-5-5-5-5),W,UFC Welterweight Title Bout,2004-10-22,423
25060,Georges St-Pierre,0,6,17,0.35,12,24,1,1,1,0,0,4,15,2,2,0,0,5,16,1,1,0,0,round 1,Submission,1,5 Rnd (5-5-5-5-5),L,UFC Welterweight Title Bout,2004-10-22,423
25061,Frank Trigg,0,15,34,0.44,30,50,1,1,1,0,0,10,26,4,7,1,1,0,6,8,14,7,14,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Welterweight Bout,2004-10-22,424
25062,Renato Verissimo,0,3,13,0.23,9,19,0,5,0,2,0,2,11,0,1,1,1,2,7,1,6,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Welterweight Bout,2004-10-22,424
25063,Frank Trigg,0,18,25,0.72,35,43,0,0,0,0,0,16,22,2,3,0,0,5,10,1,2,12,13,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Welterweight Bout,2004-10-22,424
25064,Renato Verissimo,0,1,8,0.12,1,8,0,3,0,0,0,0,7,0,0,1,1,0,6,1,2,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Welterweight Bout,2004-10-22,424
25065,Evan Tanner,0,6,17,0.35,6,17,0,0,0,1,0,2,12,1,1,3,4,6,17,0,0,0,0,round 1,Submission,1,3 Rnd (5-5-5),W,Middleweight Bout,2004-10-22,425
25066,Robbie Lawler,0,3,14,0.21,4,15,1,1,1,0,0,2,13,1,1,0,0,1,11,1,1,1,2,round 1,Submission,1,3 Rnd (5-5-5),L,Middleweight Bout,2004-10-22,425
25067,Ivan Salaverry,1,9,15,0.6,20,29,0,2,0,1,0,6,11,2,2,1,2,0,3,6,9,3,3,round 1,Submission,1,3 Rnd (5-5-5),W,Middleweight Bout,2004-10-22,426
25068,Tony Fryklund,0,4,6,0.66,4,6,0,1,0,0,0,1,2,1,1,2,3,1,2,3,4,0,0,round 1,Submission,1,3 Rnd (5-5-5),L,Middleweight Bout,2004-10-22,426
25069,Travis Lutter,0,0,10,0,0,10,0,1,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Light Heavyweight Bout,2004-10-22,427
25070,Marvin Eastman,0,8,39,0.2,9,40,0,0,0,0,0,3,33,0,0,5,6,7,36,1,3,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Light Heavyweight Bout,2004-10-22,427
25071,Travis Lutter,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Light Heavyweight Bout,2004-10-22,427
25072,Marvin Eastman,0,2,6,0.33,2,6,0,0,0,0,0,0,4,0,0,2,2,2,6,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Light Heavyweight Bout,2004-10-22,427
25073,Randy Couture,0,14,25,0.56,29,40,1,2,0.5,0,0,7,13,2,4,5,8,0,2,10,18,4,5,round 1,TKO - Doctor's Stoppage,3,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2004-08-21,413
25074,Vitor Belfort,0,2,3,0.66,3,4,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,round 1,TKO - Doctor's Stoppage,3,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2004-08-21,413
25075,Randy Couture,0,16,19,0.84,53,57,1,2,0.5,0,0,13,16,1,1,2,2,1,2,6,7,9,10,round 2,TKO - Doctor's Stoppage,3,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2004-08-21,413
25076,Vitor Belfort,0,1,2,0.5,5,6,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1,1,round 2,TKO - Doctor's Stoppage,3,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2004-08-21,413
25077,Randy Couture,0,20,27,0.74,49,57,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,20,27,round 3,TKO - Doctor's Stoppage,3,5 Rnd (5-5-5-5-5),W,UFC Light Heavyweight Title Bout,2004-08-21,413
25078,Vitor Belfort,0,0,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,round 3,TKO - Doctor's Stoppage,3,5 Rnd (5-5-5-5-5),L,UFC Light Heavyweight Title Bout,2004-08-21,413
25079,Joe Riggs,0,5,18,0.27,11,24,1,2,0.5,0,1,2,14,1,2,2,2,1,2,2,3,2,13,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Middleweight Bout,2004-08-21,414
25080,Joe Doerksen,0,5,6,0.83,9,11,2,5,0.4,0,1,2,3,1,1,2,2,3,4,2,2,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Middleweight Bout,2004-08-21,414
25081,Joe Riggs,0,24,37,0.64,33,47,1,1,1,0,0,22,35,2,2,0,0,1,5,0,0,23,32,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Middleweight Bout,2004-08-21,414
25082,Joe Doerksen,0,1,1,1,13,13,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Middleweight Bout,2004-08-21,414
25083,Chuck Liddell,2,31,68,0.45,51,88,1,1,1,0,0,27,64,3,3,1,1,9,26,5,11,17,31,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Light Heavyweight Bout,2004-08-21,415
25084,Vernon White,0,13,37,0.35,13,37,0,1,0,0,0,9,32,2,3,2,2,11,28,1,5,1,4,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Light Heavyweight Bout,2004-08-21,415
25085,David Terrell,1,5,7,0.71,5,7,0,0,0,0,0,5,7,0,0,0,0,1,2,0,0,4,5,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Middleweight Bout,2004-08-21,416
25086,Matt Lindland,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Middleweight Bout,2004-08-21,416
25087,Justin Eilers,1,4,9,0.44,5,10,0,1,0,0,0,4,8,0,1,0,0,1,6,2,2,1,1,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Heavyweight Bout,2004-08-21,417
25088,Mike Kyle,0,7,16,0.43,7,16,0,0,0,0,0,1,10,5,5,1,1,0,7,7,9,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Heavyweight Bout,2004-08-21,417
25089,Chris Lytle,1,9,15,0.6,35,49,0,0,0,1,1,7,13,2,2,0,0,4,6,0,0,5,9,round 1,Submission,2,3 Rnd (5-5-5),W,Welterweight Bout,2004-08-21,418
25090,Ronald Jhun,0,4,8,0.5,16,21,1,1,1,0,0,1,3,1,2,2,3,4,8,0,0,0,0,round 1,Submission,2,3 Rnd (5-5-5),L,Welterweight Bout,2004-08-21,418
25091,Chris Lytle,0,3,10,0.3,3,10,0,1,0,1,0,1,7,1,2,1,1,2,8,1,2,0,0,round 2,Submission,2,3 Rnd (5-5-5),W,Welterweight Bout,2004-08-21,418
25092,Ronald Jhun,0,4,8,0.5,4,8,0,0,0,0,0,0,2,2,3,2,3,1,4,3,4,0,0,round 2,Submission,2,3 Rnd (5-5-5),L,Welterweight Bout,2004-08-21,418
25093,Karo Parisyan,0,8,30,0.26,17,39,2,3,0.66,0,0,7,29,1,1,0,0,3,13,1,2,4,15,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-08-21,419
25094,Nick Diaz,0,11,26,0.42,27,44,1,1,1,1,0,10,22,1,4,0,0,5,15,5,8,1,3,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-08-21,419
25095,Karo Parisyan,0,11,26,0.42,11,26,2,5,0.4,0,0,9,24,1,1,1,1,6,18,5,8,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-08-21,419
25096,Nick Diaz,0,23,58,0.39,47,83,0,0,0,0,1,13,45,9,12,1,1,18,51,5,7,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-08-21,419
25097,Karo Parisyan,0,8,23,0.34,20,39,5,7,0.71,0,0,7,22,0,0,1,1,3,7,1,6,4,10,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-08-21,419
25098,Nick Diaz,0,3,18,0.16,47,62,0,1,0,1,0,3,16,0,2,0,0,2,16,1,2,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-08-21,419
25099,Yves Edwards,1,16,21,0.76,24,30,0,1,0,0,0,10,15,1,1,5,5,1,3,8,11,7,7,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Lightweight Bout,2004-08-21,420
25100,Josh Thomson,0,13,22,0.59,33,43,2,3,0.66,0,0,2,7,4,6,7,9,7,13,6,8,0,1,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Lightweight Bout,2004-08-21,420
25101,Ken Shamrock,1,12,15,0.8,14,17,0,0,0,0,0,3,6,9,9,0,0,0,1,11,13,1,1,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Heavyweight Bout,2004-06-19,405
25102,Kimo Leopoldo,0,4,5,0.8,4,6,0,0,0,0,0,2,3,2,2,0,0,2,3,2,2,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Heavyweight Bout,2004-06-19,405
25103,Frank Trigg,0,20,41,0.48,34,56,0,0,0,0,0,20,40,0,1,0,0,1,11,0,0,19,30,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Welterweight Bout,2004-06-19,406
25104,Dennis Hallman,0,1,6,0.16,14,19,0,1,0,2,0,0,4,0,1,1,1,1,5,0,1,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Welterweight Bout,2004-06-19,406
25105,Frank Mir,0,3,3,1,3,3,0,0,0,1,0,0,0,0,0,3,3,3,3,0,0,0,0,round 1,Submission,1,5 Rnd (5-5-5-5-5),W,UFC Heavyweight Title Bout,2004-06-19,407
25106,Tim Sylvia,0,2,5,0.4,2,5,1,1,1,0,0,1,4,1,1,0,0,1,4,1,1,0,0,round 1,Submission,1,5 Rnd (5-5-5-5-5),L,UFC Heavyweight Title Bout,2004-06-19,407
25107,Matt Hughes,0,2,8,0.25,6,13,1,2,0.5,0,1,1,7,1,1,0,0,0,0,0,0,2,8,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-06-19,408
25108,Renato Verissimo,0,2,3,0.66,15,17,0,0,0,2,1,0,1,2,2,0,0,0,0,2,2,0,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-06-19,408
25109,Matt Hughes,0,3,6,0.5,3,7,1,2,0.5,0,0,2,5,1,1,0,0,1,1,0,0,2,5,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-06-19,408
25110,Renato Verissimo,0,4,6,0.66,24,26,0,0,0,1,0,4,5,0,1,0,0,0,2,0,0,4,4,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-06-19,408
25111,Matt Hughes,0,6,9,0.66,8,11,1,2,0.5,1,0,3,5,3,4,0,0,1,2,2,3,3,4,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2004-06-19,408
25112,Renato Verissimo,0,1,4,0.25,48,52,0,0,0,1,0,1,4,0,0,0,0,0,3,1,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2004-06-19,408
25113,Evan Tanner,0,17,23,0.73,29,35,2,5,0.4,0,0,9,15,7,7,1,1,2,8,11,11,4,4,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2004-06-19,409
25114,Phil Baroni,0,6,21,0.28,24,39,0,1,0,0,0,3,18,3,3,0,0,1,14,5,7,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2004-06-19,409
25115,Evan Tanner,0,35,47,0.74,55,68,2,2,1,0,0,27,37,7,9,1,1,25,35,7,9,3,3,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2004-06-19,409
25116,Phil Baroni,0,4,13,0.3,10,19,0,0,0,0,0,3,12,1,1,0,0,3,10,1,3,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2004-06-19,409
25117,Evan Tanner,0,21,32,0.65,34,45,1,5,0.2,0,0,19,30,1,1,1,1,12,20,1,1,8,11,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2004-06-19,409
25118,Phil Baroni,0,13,33,0.39,26,46,0,0,0,0,0,10,30,2,2,1,1,12,32,1,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2004-06-19,409
25119,Matt Serra,0,3,11,0.27,9,19,3,4,0.75,0,0,2,9,1,2,0,0,0,1,1,2,2,8,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-06-19,410
25120,Ivan Menjivar,0,5,7,0.71,15,17,0,2,0,0,0,1,2,4,5,0,0,0,1,4,5,1,1,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-06-19,410
25121,Matt Serra,0,2,10,0.2,29,43,2,2,1,0,0,1,9,1,1,0,0,1,1,0,0,1,9,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-06-19,410
25122,Ivan Menjivar,0,0,2,0,18,21,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-06-19,410
25123,Matt Serra,0,9,19,0.47,29,46,1,1,1,0,0,6,15,3,4,0,0,1,2,1,1,7,16,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-06-19,410
25124,Ivan Menjivar,0,3,7,0.42,26,30,0,0,0,1,0,2,6,1,1,0,0,1,5,1,1,1,1,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-06-19,410
25125,Georges St-Pierre,2,24,33,0.72,37,46,0,1,0,0,0,22,31,2,2,0,0,13,16,2,3,9,14,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Welterweight Bout,2004-06-19,411
25126,Jay Hieron,0,5,9,0.55,5,9,0,3,0,0,0,1,5,2,2,2,2,4,8,1,1,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Welterweight Bout,2004-06-19,411
25127,Trevor Prangley,0,12,18,0.66,43,55,1,2,0.5,0,0,2,8,10,10,0,0,0,1,0,0,12,17,round 1,Submission,2,3 Rnd (5-5-5),W,Middleweight Bout,2004-06-19,412
25128,Curtis Stout,0,3,5,0.6,20,24,0,0,0,0,0,0,2,2,2,1,1,2,3,0,0,1,2,round 1,Submission,2,3 Rnd (5-5-5),L,Middleweight Bout,2004-06-19,412
25129,Trevor Prangley,0,0,0,0,2,2,1,2,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,round 2,Submission,2,3 Rnd (5-5-5),W,Middleweight Bout,2004-06-19,412
25130,Curtis Stout,0,2,2,1,3,3,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,round 2,Submission,2,3 Rnd (5-5-5),L,Middleweight Bout,2004-06-19,412
25131,Chuck Liddell,0,14,48,0.29,14,48,0,0,0,0,0,13,46,1,2,0,0,14,48,0,0,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Light Heavyweight Bout,2004-04-02,397
25132,Tito Ortiz,0,9,27,0.33,9,27,0,2,0,0,0,4,21,0,0,5,6,9,27,0,0,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Light Heavyweight Bout,2004-04-02,397
25133,Chuck Liddell,1,9,17,0.52,9,17,0,0,0,0,0,9,17,0,0,0,0,9,17,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Light Heavyweight Bout,2004-04-02,397
25134,Tito Ortiz,0,4,5,0.8,4,5,0,0,0,0,0,3,4,0,0,1,1,4,5,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Light Heavyweight Bout,2004-04-02,397
25135,Chris Lytle,0,23,56,0.41,30,63,1,2,0.5,0,0,14,42,5,9,4,5,14,46,9,10,0,0,round 1,Submission,2,3 Rnd (5-5-5),W,Welterweight Bout,2004-04-02,398
25136,Tiki Ghosn,0,21,35,0.6,26,40,0,0,0,0,0,7,16,7,10,7,9,10,19,11,16,0,0,round 1,Submission,2,3 Rnd (5-5-5),L,Welterweight Bout,2004-04-02,398
25137,Chris Lytle,0,11,24,0.45,20,33,1,1,1,1,0,8,20,2,3,1,1,7,19,4,5,0,0,round 2,Submission,2,3 Rnd (5-5-5),W,Welterweight Bout,2004-04-02,398
25138,Tiki Ghosn,0,6,14,0.42,6,14,0,0,0,0,0,2,8,3,4,1,2,5,9,1,5,0,0,round 2,Submission,2,3 Rnd (5-5-5),L,Welterweight Bout,2004-04-02,398
25139,Yves Edwards,0,9,16,0.56,17,26,0,0,0,0,0,6,13,0,0,3,3,6,8,0,0,3,8,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-04-02,399
25140,Hermes Franca,0,4,19,0.21,15,31,2,3,0.66,0,0,3,16,0,0,1,3,3,17,1,2,0,0,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-04-02,399
25141,Yves Edwards,0,3,7,0.42,14,18,0,0,0,0,1,1,4,1,1,1,2,3,6,0,1,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-04-02,399
25142,Hermes Franca,0,1,11,0.09,29,40,1,2,0.5,1,1,0,10,0,0,1,1,0,9,0,0,1,2,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-04-02,399
25143,Yves Edwards,0,9,20,0.45,35,48,0,0,0,1,0,2,12,1,1,6,7,4,9,0,1,5,10,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2004-04-02,399
25144,Hermes Franca,0,3,14,0.21,19,33,1,5,0.2,1,0,3,13,0,1,0,0,2,12,1,2,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2004-04-02,399
25145,Andrei Arlovski,0,36,60,0.6,36,60,0,0,0,0,0,27,47,2,2,7,11,24,43,12,17,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Heavyweight Bout,2004-04-02,400
25146,Wesley Correira,0,3,21,0.14,3,21,0,0,0,0,0,2,18,0,0,1,3,2,16,1,5,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Heavyweight Bout,2004-04-02,400
25147,Andrei Arlovski,1,15,23,0.65,15,23,0,0,0,0,0,14,21,0,0,1,2,7,9,8,14,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Heavyweight Bout,2004-04-02,400
25148,Wesley Correira,0,1,8,0.12,1,8,0,0,0,0,0,0,7,0,0,1,1,1,6,0,2,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Heavyweight Bout,2004-04-02,400
25149,Nick Diaz,0,17,54,0.31,24,62,0,1,0,0,0,11,45,3,4,3,5,13,48,4,6,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Welterweight Bout,2004-04-02,401
25150,Robbie Lawler,0,12,51,0.23,14,53,0,0,0,0,0,10,48,2,3,0,0,10,46,2,5,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Welterweight Bout,2004-04-02,401
25151,Nick Diaz,1,5,21,0.23,5,21,0,0,0,0,0,3,18,0,0,2,3,5,21,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Welterweight Bout,2004-04-02,401
25152,Robbie Lawler,0,4,13,0.3,4,13,0,0,0,0,0,3,12,1,1,0,0,4,12,0,1,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Welterweight Bout,2004-04-02,401
25153,Mike Kyle,1,13,15,0.86,48,55,0,1,0,1,0,8,10,1,1,4,4,2,3,7,7,4,5,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Heavyweight Bout,2004-04-02,402
25154,Wes Sims,0,0,2,0,6,8,0,1,0,3,0,0,1,0,1,0,0,0,2,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Heavyweight Bout,2004-04-02,402
25155,Jonathan Wiezorek,0,10,10,1,37,37,1,4,0.25,0,0,10,10,0,0,0,0,0,0,2,2,8,8,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Heavyweight Bout,2004-04-02,403
